x,y,zone,n
127.5,-37.5,mid_right,2
132.5,-37.5,mid_right,3
152.5,-37.5,mid_right,1
162.5,-37.5,mid_right,1
182.5,-37.5,mid_right,2
222.5,-37.5,corner3_right,6
227.5,-37.5,corner3_right,4
232.5,-37.5,corner3_right,4
237.5,-37.5,corner3_right,7
247.5,-37.5,corner3_right,2
-247.5,-32.5,corner3_left,1
-242.5,-32.5,corner3_left,10
-237.5,-32.5,corner3_left,25
-232.5,-32.5,corner3_left,88
-227.5,-32.5,corner3_left,130
-222.5,-32.5,corner3_left,55
-207.5,-32.5,mid_left,3
-202.5,-32.5,mid_left,1
-197.5,-32.5,mid_left,1
-182.5,-32.5,mid_left,3
-177.5,-32.5,mid_left,2
-172.5,-32.5,mid_left,2
-157.5,-32.5,mid_left,1
-142.5,-32.5,mid_left,1
-137.5,-32.5,mid_left,2
-122.5,-32.5,mid_left,3
-112.5,-32.5,mid_left,2
-107.5,-32.5,mid_left,1
-97.5,-32.5,mid_left,1
-92.5,-32.5,mid_left,2
-82.5,-32.5,mid_left,1
-47.5,-32.5,paint,2
-42.5,-32.5,paint,1
-27.5,-32.5,paint,1
-22.5,-32.5,paint,1
-12.5,-32.5,rim,1
-2.5,-32.5,rim,1
42.5,-32.5,paint,1
57.5,-32.5,paint,1
62.5,-32.5,paint,1
72.5,-32.5,paint,1
77.5,-32.5,paint,1
82.5,-32.5,mid_right,1
87.5,-32.5,mid_right,3
92.5,-32.5,mid_right,2
107.5,-32.5,mid_right,2
112.5,-32.5,mid_right,2
122.5,-32.5,mid_right,1
127.5,-32.5,mid_right,1
132.5,-32.5,mid_right,1
137.5,-32.5,mid_right,3
142.5,-32.5,mid_right,4
147.5,-32.5,mid_right,1
152.5,-32.5,mid_right,3
167.5,-32.5,mid_right,1
172.5,-32.5,mid_right,2
182.5,-32.5,mid_right,1
187.5,-32.5,mid_right,2
212.5,-32.5,mid_right,1
222.5,-32.5,corner3_right,9
227.5,-32.5,corner3_right,31
232.5,-32.5,corner3_right,21
237.5,-32.5,corner3_right,15
242.5,-32.5,corner3_right,2
247.5,-32.5,corner3_right,1
252.5,-32.5,corner3_right,1
-247.5,-27.5,corner3_left,1
-242.5,-27.5,corner3_left,15
-237.5,-27.5,corner3_left,69
-232.5,-27.5,corner3_left,164
-227.5,-27.5,corner3_left,229
-222.5,-27.5,corner3_left,107
-217.5,-27.5,mid_left,2
-212.5,-27.5,mid_left,1
-207.5,-27.5,mid_left,2
-202.5,-27.5,mid_left,3
-197.5,-27.5,mid_left,2
-192.5,-27.5,mid_left,2
-187.5,-27.5,mid_left,3
-182.5,-27.5,mid_left,2
-177.5,-27.5,mid_left,1
-162.5,-27.5,mid_left,3
-157.5,-27.5,mid_left,3
-152.5,-27.5,mid_left,1
-147.5,-27.5,mid_left,1
-142.5,-27.5,mid_left,3
-137.5,-27.5,mid_left,4
-132.5,-27.5,mid_left,5
-127.5,-27.5,mid_left,4
-122.5,-27.5,mid_left,7
-117.5,-27.5,mid_left,5
-112.5,-27.5,mid_left,3
-107.5,-27.5,mid_left,4
-102.5,-27.5,mid_left,2
-97.5,-27.5,mid_left,6
-92.5,-27.5,mid_left,4
-87.5,-27.5,mid_left,1
-82.5,-27.5,mid_left,1
-77.5,-27.5,paint,2
-72.5,-27.5,paint,2
-67.5,-27.5,paint,1
-62.5,-27.5,paint,1
-47.5,-27.5,paint,2
-27.5,-27.5,rim,1
-22.5,-27.5,rim,1
-17.5,-27.5,rim,1
-7.5,-27.5,rim,3
-2.5,-27.5,rim,1
2.5,-27.5,rim,5
7.5,-27.5,rim,1
17.5,-27.5,rim,2
22.5,-27.5,rim,2
32.5,-27.5,paint,1
37.5,-27.5,paint,1
47.5,-27.5,paint,2
72.5,-27.5,paint,2
77.5,-27.5,paint,3
87.5,-27.5,mid_right,2
92.5,-27.5,mid_right,1
97.5,-27.5,mid_right,6
102.5,-27.5,mid_right,4
107.5,-27.5,mid_right,3
112.5,-27.5,mid_right,3
117.5,-27.5,mid_right,2
122.5,-27.5,mid_right,3
127.5,-27.5,mid_right,5
132.5,-27.5,mid_right,6
137.5,-27.5,mid_right,2
142.5,-27.5,mid_right,7
147.5,-27.5,mid_right,5
152.5,-27.5,mid_right,5
157.5,-27.5,mid_right,5
162.5,-27.5,mid_right,6
167.5,-27.5,mid_right,1
172.5,-27.5,mid_right,4
177.5,-27.5,mid_right,2
182.5,-27.5,mid_right,2
192.5,-27.5,mid_right,1
202.5,-27.5,mid_right,2
207.5,-27.5,mid_right,2
217.5,-27.5,mid_right,3
222.5,-27.5,corner3_right,26
227.5,-27.5,corner3_right,70
232.5,-27.5,corner3_right,78
237.5,-27.5,corner3_right,32
242.5,-27.5,corner3_right,10
247.5,-27.5,corner3_right,1
-247.5,-22.5,corner3_left,7
-242.5,-22.5,corner3_left,24
-237.5,-22.5,corner3_left,118
-232.5,-22.5,corner3_left,359
-227.5,-22.5,corner3_left,387
-222.5,-22.5,corner3_left,194
-217.5,-22.5,mid_left,5
-212.5,-22.5,mid_left,2
-207.5,-22.5,mid_left,3
-202.5,-22.5,mid_left,8
-197.5,-22.5,mid_left,7
-192.5,-22.5,mid_left,3
-187.5,-22.5,mid_left,2
-182.5,-22.5,mid_left,3
-177.5,-22.5,mid_left,3
-172.5,-22.5,mid_left,3
-167.5,-22.5,mid_left,1
-162.5,-22.5,mid_left,6
-157.5,-22.5,mid_left,6
-152.5,-22.5,mid_left,6
-147.5,-22.5,mid_left,8
-142.5,-22.5,mid_left,8
-137.5,-22.5,mid_left,6
-132.5,-22.5,mid_left,8
-127.5,-22.5,mid_left,11
-122.5,-22.5,mid_left,5
-117.5,-22.5,mid_left,12
-112.5,-22.5,mid_left,11
-107.5,-22.5,mid_left,6
-102.5,-22.5,mid_left,3
-97.5,-22.5,mid_left,7
-92.5,-22.5,mid_left,4
-87.5,-22.5,mid_left,5
-82.5,-22.5,mid_left,2
-77.5,-22.5,paint,3
-72.5,-22.5,paint,1
-67.5,-22.5,paint,2
-62.5,-22.5,paint,5
-57.5,-22.5,paint,1
-52.5,-22.5,paint,3
-47.5,-22.5,paint,2
-42.5,-22.5,paint,3
-37.5,-22.5,paint,4
-32.5,-22.5,paint,1
-32.5,-22.5,rim,1
-17.5,-22.5,rim,6
-12.5,-22.5,rim,3
-7.5,-22.5,rim,2
-2.5,-22.5,rim,5
2.5,-22.5,rim,6
7.5,-22.5,rim,10
12.5,-22.5,rim,2
17.5,-22.5,rim,3
32.5,-22.5,paint,1
32.5,-22.5,rim,2
37.5,-22.5,paint,2
42.5,-22.5,paint,1
47.5,-22.5,paint,8
52.5,-22.5,paint,1
57.5,-22.5,paint,1
62.5,-22.5,paint,1
72.5,-22.5,paint,1
77.5,-22.5,paint,2
82.5,-22.5,mid_right,3
82.5,-22.5,paint,1
87.5,-22.5,mid_right,7
92.5,-22.5,mid_right,9
97.5,-22.5,mid_right,8
102.5,-22.5,mid_right,9
107.5,-22.5,mid_right,10
112.5,-22.5,mid_right,9
117.5,-22.5,mid_right,10
122.5,-22.5,mid_right,8
127.5,-22.5,mid_right,8
132.5,-22.5,mid_right,12
137.5,-22.5,mid_right,5
142.5,-22.5,mid_right,10
147.5,-22.5,mid_right,3
152.5,-22.5,mid_right,9
157.5,-22.5,mid_right,6
162.5,-22.5,mid_right,3
167.5,-22.5,mid_right,4
172.5,-22.5,mid_right,4
177.5,-22.5,mid_right,7
182.5,-22.5,mid_right,3
187.5,-22.5,mid_right,5
192.5,-22.5,mid_right,3
197.5,-22.5,mid_right,6
202.5,-22.5,mid_right,2
207.5,-22.5,mid_right,2
212.5,-22.5,mid_right,1
217.5,-22.5,mid_right,4
222.5,-22.5,corner3_right,68
227.5,-22.5,corner3_right,182
232.5,-22.5,corner3_right,166
237.5,-22.5,corner3_right,65
242.5,-22.5,corner3_right,25
247.5,-22.5,corner3_right,7
-247.5,-17.5,corner3_left,12
-242.5,-17.5,corner3_left,62
-237.5,-17.5,corner3_left,259
-232.5,-17.5,corner3_left,689
-227.5,-17.5,corner3_left,775
-222.5,-17.5,corner3_left,384
-217.5,-17.5,mid_left,3
-212.5,-17.5,mid_left,5
-207.5,-17.5,mid_left,11
-202.5,-17.5,mid_left,8
-197.5,-17.5,mid_left,10
-192.5,-17.5,mid_left,3
-187.5,-17.5,mid_left,6
-182.5,-17.5,mid_left,8
-177.5,-17.5,mid_left,5
-172.5,-17.5,mid_left,7
-167.5,-17.5,mid_left,9
-162.5,-17.5,mid_left,7
-157.5,-17.5,mid_left,11
-152.5,-17.5,mid_left,12
-147.5,-17.5,mid_left,10
-142.5,-17.5,mid_left,17
-137.5,-17.5,mid_left,9
-132.5,-17.5,mid_left,10
-127.5,-17.5,mid_left,11
-122.5,-17.5,mid_left,14
-117.5,-17.5,mid_left,14
-112.5,-17.5,mid_left,20
-107.5,-17.5,mid_left,14
-102.5,-17.5,mid_left,13
-97.5,-17.5,mid_left,17
-92.5,-17.5,mid_left,8
-87.5,-17.5,mid_left,10
-82.5,-17.5,mid_left,7
-77.5,-17.5,paint,8
-72.5,-17.5,paint,4
-67.5,-17.5,paint,3
-62.5,-17.5,paint,5
-57.5,-17.5,paint,8
-52.5,-17.5,paint,1
-47.5,-17.5,paint,6
-42.5,-17.5,paint,5
-37.5,-17.5,paint,1
-37.5,-17.5,rim,2
-32.5,-17.5,rim,6
-27.5,-17.5,rim,7
-22.5,-17.5,rim,5
-17.5,-17.5,rim,23
-12.5,-17.5,rim,21
-7.5,-17.5,rim,26
-2.5,-17.5,rim,21
2.5,-17.5,rim,41
7.5,-17.5,rim,20
12.5,-17.5,rim,18
17.5,-17.5,rim,19
22.5,-17.5,rim,10
27.5,-17.5,rim,11
32.5,-17.5,rim,4
37.5,-17.5,paint,4
37.5,-17.5,rim,2
42.5,-17.5,paint,2
47.5,-17.5,paint,8
52.5,-17.5,paint,9
57.5,-17.5,paint,4
62.5,-17.5,paint,2
67.5,-17.5,paint,5
72.5,-17.5,paint,4
77.5,-17.5,paint,7
82.5,-17.5,mid_right,6
82.5,-17.5,paint,2
87.5,-17.5,mid_right,6
92.5,-17.5,mid_right,7
97.5,-17.5,mid_right,11
102.5,-17.5,mid_right,15
107.5,-17.5,mid_right,11
112.5,-17.5,mid_right,16
117.5,-17.5,mid_right,15
122.5,-17.5,mid_right,19
127.5,-17.5,mid_right,18
132.5,-17.5,mid_right,22
137.5,-17.5,mid_right,8
142.5,-17.5,mid_right,12
147.5,-17.5,mid_right,17
152.5,-17.5,mid_right,21
157.5,-17.5,mid_right,8
162.5,-17.5,mid_right,13
167.5,-17.5,mid_right,10
172.5,-17.5,mid_right,15
177.5,-17.5,mid_right,4
182.5,-17.5,mid_right,4
187.5,-17.5,mid_right,7
192.5,-17.5,mid_right,6
197.5,-17.5,mid_right,6
202.5,-17.5,mid_right,11
207.5,-17.5,mid_right,7
212.5,-17.5,mid_right,7
217.5,-17.5,mid_right,7
222.5,-17.5,corner3_right,117
227.5,-17.5,corner3_right,331
232.5,-17.5,corner3_right,326
237.5,-17.5,corner3_right,135
242.5,-17.5,corner3_right,40
247.5,-17.5,corner3_right,9
-247.5,-12.5,corner3_left,15
-242.5,-12.5,corner3_left,91
-237.5,-12.5,corner3_left,333
-232.5,-12.5,corner3_left,930
-227.5,-12.5,corner3_left,1068
-222.5,-12.5,corner3_left,480
-217.5,-12.5,corner3_left,1
-217.5,-12.5,mid_left,11
-212.5,-12.5,mid_left,5
-207.5,-12.5,mid_left,12
-202.5,-12.5,mid_left,8
-197.5,-12.5,mid_left,8
-192.5,-12.5,mid_left,9
-187.5,-12.5,mid_left,9
-182.5,-12.5,mid_left,8
-177.5,-12.5,mid_left,20
-172.5,-12.5,mid_left,8
-167.5,-12.5,mid_left,11
-162.5,-12.5,mid_left,13
-157.5,-12.5,mid_left,16
-152.5,-12.5,mid_left,14
-147.5,-12.5,mid_left,19
-142.5,-12.5,mid_left,17
-137.5,-12.5,mid_left,26
-132.5,-12.5,mid_left,32
-127.5,-12.5,mid_left,18
-122.5,-12.5,mid_left,27
-117.5,-12.5,mid_left,30
-112.5,-12.5,mid_left,20
-107.5,-12.5,mid_left,24
-102.5,-12.5,mid_left,20
-97.5,-12.5,mid_left,20
-92.5,-12.5,mid_left,19
-87.5,-12.5,mid_left,9
-82.5,-12.5,mid_left,13
-77.5,-12.5,paint,10
-72.5,-12.5,paint,18
-67.5,-12.5,paint,8
-62.5,-12.5,paint,13
-57.5,-12.5,paint,8
-52.5,-12.5,paint,8
-47.5,-12.5,paint,12
-42.5,-12.5,paint,16
-37.5,-12.5,paint,7
-37.5,-12.5,rim,11
-32.5,-12.5,rim,22
-27.5,-12.5,rim,34
-22.5,-12.5,rim,58
-17.5,-12.5,rim,77
-12.5,-12.5,rim,91
-7.5,-12.5,rim,123
-2.5,-12.5,rim,136
2.5,-12.5,rim,117
7.5,-12.5,rim,120
12.5,-12.5,rim,79
17.5,-12.5,rim,73
22.5,-12.5,rim,51
27.5,-12.5,rim,52
32.5,-12.5,rim,19
37.5,-12.5,paint,4
37.5,-12.5,rim,9
42.5,-12.5,paint,12
47.5,-12.5,paint,5
52.5,-12.5,paint,11
57.5,-12.5,paint,12
62.5,-12.5,paint,10
67.5,-12.5,paint,12
72.5,-12.5,paint,9
77.5,-12.5,paint,9
82.5,-12.5,mid_right,12
82.5,-12.5,paint,2
87.5,-12.5,mid_right,16
92.5,-12.5,mid_right,17
97.5,-12.5,mid_right,26
102.5,-12.5,mid_right,23
107.5,-12.5,mid_right,20
112.5,-12.5,mid_right,24
117.5,-12.5,mid_right,24
122.5,-12.5,mid_right,30
127.5,-12.5,mid_right,24
132.5,-12.5,mid_right,28
137.5,-12.5,mid_right,29
142.5,-12.5,mid_right,26
147.5,-12.5,mid_right,22
152.5,-12.5,mid_right,18
157.5,-12.5,mid_right,21
162.5,-12.5,mid_right,14
167.5,-12.5,mid_right,7
172.5,-12.5,mid_right,11
177.5,-12.5,mid_right,9
182.5,-12.5,mid_right,6
187.5,-12.5,mid_right,8
192.5,-12.5,mid_right,3
197.5,-12.5,mid_right,4
202.5,-12.5,mid_right,11
207.5,-12.5,mid_right,10
212.5,-12.5,mid_right,7
217.5,-12.5,mid_right,8
222.5,-12.5,corner3_right,168
227.5,-12.5,corner3_right,549
232.5,-12.5,corner3_right,515
237.5,-12.5,corner3_right,263
242.5,-12.5,corner3_right,70
247.5,-12.5,corner3_right,10
-247.5,-7.5,corner3_left,24
-242.5,-7.5,corner3_left,122
-237.5,-7.5,corner3_left,507
-232.5,-7.5,corner3_left,1330
-227.5,-7.5,corner3_left,1334
-222.5,-7.5,corner3_left,613
-217.5,-7.5,mid_left,13
-212.5,-7.5,mid_left,7
-207.5,-7.5,mid_left,19
-202.5,-7.5,mid_left,17
-197.5,-7.5,mid_left,22
-192.5,-7.5,mid_left,11
-187.5,-7.5,mid_left,22
-182.5,-7.5,mid_left,13
-177.5,-7.5,mid_left,9
-172.5,-7.5,mid_left,12
-167.5,-7.5,mid_left,12
-162.5,-7.5,mid_left,25
-157.5,-7.5,mid_left,26
-152.5,-7.5,mid_left,34
-147.5,-7.5,mid_left,30
-142.5,-7.5,mid_left,34
-137.5,-7.5,mid_left,32
-132.5,-7.5,mid_left,46
-127.5,-7.5,mid_left,32
-122.5,-7.5,mid_left,35
-117.5,-7.5,mid_left,46
-112.5,-7.5,mid_left,29
-107.5,-7.5,mid_left,47
-102.5,-7.5,mid_left,41
-97.5,-7.5,mid_left,59
-92.5,-7.5,mid_left,34
-87.5,-7.5,mid_left,30
-82.5,-7.5,mid_left,21
-77.5,-7.5,paint,24
-72.5,-7.5,paint,22
-67.5,-7.5,paint,16
-62.5,-7.5,paint,28
-57.5,-7.5,paint,24
-52.5,-7.5,paint,23
-47.5,-7.5,paint,33
-42.5,-7.5,paint,53
-37.5,-7.5,paint,19
-37.5,-7.5,rim,53
-32.5,-7.5,rim,70
-27.5,-7.5,rim,156
-22.5,-7.5,rim,204
-17.5,-7.5,rim,316
-12.5,-7.5,rim,404
-7.5,-7.5,rim,595
-2.5,-7.5,rim,686
2.5,-7.5,rim,693
7.5,-7.5,rim,498
12.5,-7.5,rim,398
17.5,-7.5,rim,382
22.5,-7.5,rim,244
27.5,-7.5,rim,183
32.5,-7.5,rim,80
37.5,-7.5,paint,4
37.5,-7.5,rim,55
42.5,-7.5,paint,38
47.5,-7.5,paint,23
52.5,-7.5,paint,24
57.5,-7.5,paint,27
62.5,-7.5,paint,22
67.5,-7.5,paint,23
72.5,-7.5,paint,21
77.5,-7.5,paint,15
82.5,-7.5,mid_right,19
82.5,-7.5,paint,4
87.5,-7.5,mid_right,35
92.5,-7.5,mid_right,40
97.5,-7.5,mid_right,32
102.5,-7.5,mid_right,32
107.5,-7.5,mid_right,38
112.5,-7.5,mid_right,39
117.5,-7.5,mid_right,39
122.5,-7.5,mid_right,37
127.5,-7.5,mid_right,40
132.5,-7.5,mid_right,39
137.5,-7.5,mid_right,46
142.5,-7.5,mid_right,42
147.5,-7.5,mid_right,31
152.5,-7.5,mid_right,42
157.5,-7.5,mid_right,23
162.5,-7.5,mid_right,19
167.5,-7.5,mid_right,14
172.5,-7.5,mid_right,17
177.5,-7.5,mid_right,21
182.5,-7.5,mid_right,15
187.5,-7.5,mid_right,14
192.5,-7.5,mid_right,9
197.5,-7.5,mid_right,15
202.5,-7.5,mid_right,12
207.5,-7.5,mid_right,13
212.5,-7.5,mid_right,8
217.5,-7.5,mid_right,7
222.5,-7.5,corner3_right,278
227.5,-7.5,corner3_right,817
232.5,-7.5,corner3_right,832
237.5,-7.5,corner3_right,359
242.5,-7.5,corner3_right,96
247.5,-7.5,corner3_right,19
252.5,-7.5,corner3_right,1
-247.5,-2.5,corner3_left,21
-242.5,-2.5,corner3_left,118
-237.5,-2.5,corner3_left,550
-232.5,-2.5,corner3_left,1448
-227.5,-2.5,corner3_left,1540
-222.5,-2.5,corner3_left,695
-217.5,-2.5,mid_left,24
-212.5,-2.5,mid_left,13
-207.5,-2.5,mid_left,19
-202.5,-2.5,mid_left,23
-197.5,-2.5,mid_left,22
-192.5,-2.5,mid_left,11
-187.5,-2.5,mid_left,16
-182.5,-2.5,mid_left,15
-177.5,-2.5,mid_left,22
-172.5,-2.5,mid_left,17
-167.5,-2.5,mid_left,17
-162.5,-2.5,mid_left,25
-157.5,-2.5,mid_left,31
-152.5,-2.5,mid_left,30
-147.5,-2.5,mid_left,41
-142.5,-2.5,mid_left,32
-137.5,-2.5,mid_left,48
-132.5,-2.5,mid_left,38
-127.5,-2.5,mid_left,49
-122.5,-2.5,mid_left,50
-117.5,-2.5,mid_left,50
-112.5,-2.5,mid_left,51
-107.5,-2.5,mid_left,61
-102.5,-2.5,mid_left,56
-97.5,-2.5,mid_left,70
-92.5,-2.5,mid_left,45
-87.5,-2.5,mid_left,43
-82.5,-2.5,mid_left,49
-77.5,-2.5,paint,34
-72.5,-2.5,paint,29
-67.5,-2.5,paint,45
-62.5,-2.5,paint,45
-57.5,-2.5,paint,43
-52.5,-2.5,paint,61
-47.5,-2.5,paint,72
-42.5,-2.5,paint,93
-37.5,-2.5,paint,19
-37.5,-2.5,rim,136
-32.5,-2.5,rim,224
-27.5,-2.5,rim,423
-22.5,-2.5,rim,691
-17.5,-2.5,rim,964
-12.5,-2.5,rim,1197
-7.5,-2.5,rim,1733
-2.5,-2.5,rim,2216
2.5,-2.5,rim,2307
7.5,-2.5,rim,1742
12.5,-2.5,rim,1355
17.5,-2.5,rim,1044
22.5,-2.5,rim,655
27.5,-2.5,rim,489
32.5,-2.5,rim,209
37.5,-2.5,rim,139
42.5,-2.5,paint,99
47.5,-2.5,paint,60
52.5,-2.5,paint,54
57.5,-2.5,paint,43
62.5,-2.5,paint,38
67.5,-2.5,paint,54
72.5,-2.5,paint,40
77.5,-2.5,paint,48
82.5,-2.5,mid_right,37
82.5,-2.5,paint,8
87.5,-2.5,mid_right,43
92.5,-2.5,mid_right,67
97.5,-2.5,mid_right,58
102.5,-2.5,mid_right,66
107.5,-2.5,mid_right,69
112.5,-2.5,mid_right,63
117.5,-2.5,mid_right,52
122.5,-2.5,mid_right,64
127.5,-2.5,mid_right,52
132.5,-2.5,mid_right,52
137.5,-2.5,mid_right,60
142.5,-2.5,mid_right,59
147.5,-2.5,mid_right,45
152.5,-2.5,mid_right,42
157.5,-2.5,mid_right,41
162.5,-2.5,mid_right,32
167.5,-2.5,mid_right,26
172.5,-2.5,mid_right,23
177.5,-2.5,mid_right,19
182.5,-2.5,mid_right,13
187.5,-2.5,mid_right,18
192.5,-2.5,mid_right,18
197.5,-2.5,mid_right,13
202.5,-2.5,mid_right,20
207.5,-2.5,mid_right,11
212.5,-2.5,mid_right,9
217.5,-2.5,mid_right,12
222.5,-2.5,corner3_right,330
227.5,-2.5,corner3_right,995
232.5,-2.5,corner3_right,1021
237.5,-2.5,corner3_right,415
242.5,-2.5,corner3_right,93
247.5,-2.5,corner3_right,17
252.5,-2.5,corner3_right,2
-247.5,2.5,corner3_left,18
-242.5,2.5,corner3_left,112
-237.5,2.5,corner3_left,611
-232.5,2.5,corner3_left,1556
-227.5,2.5,corner3_left,1686
-222.5,2.5,corner3_left,1033
-217.5,2.5,mid_left,27
-212.5,2.5,mid_left,10
-207.5,2.5,mid_left,21
-202.5,2.5,mid_left,32
-197.5,2.5,mid_left,33
-192.5,2.5,mid_left,18
-187.5,2.5,mid_left,20
-182.5,2.5,mid_left,16
-177.5,2.5,mid_left,16
-172.5,2.5,mid_left,14
-167.5,2.5,mid_left,32
-162.5,2.5,mid_left,32
-157.5,2.5,mid_left,31
-152.5,2.5,mid_left,55
-147.5,2.5,mid_left,53
-142.5,2.5,mid_left,63
-137.5,2.5,mid_left,66
-132.5,2.5,mid_left,55
-127.5,2.5,mid_left,74
-122.5,2.5,mid_left,70
-117.5,2.5,mid_left,80
-112.5,2.5,mid_left,77
-107.5,2.5,mid_left,70
-102.5,2.5,mid_left,93
-97.5,2.5,mid_left,95
-92.5,2.5,mid_left,56
-87.5,2.5,mid_left,66
-82.5,2.5,mid_left,50
-77.5,2.5,paint,55
-72.5,2.5,paint,64
-67.5,2.5,paint,73
-62.5,2.5,paint,62
-57.5,2.5,paint,90
-52.5,2.5,paint,93
-47.5,2.5,paint,143
-42.5,2.5,paint,164
-37.5,2.5,paint,60
-37.5,2.5,rim,289
-32.5,2.5,rim,547
-27.5,2.5,rim,898
-22.5,2.5,rim,1491
-17.5,2.5,rim,2180
-12.5,2.5,rim,2674
-7.5,2.5,rim,3577
-2.5,2.5,rim,5228
2.5,2.5,rim,35323
7.5,2.5,rim,4271
12.5,2.5,rim,3158
17.5,2.5,rim,2427
22.5,2.5,rim,1611
27.5,2.5,rim,1178
32.5,2.5,rim,441
37.5,2.5,rim,286
42.5,2.5,paint,223
47.5,2.5,paint,160
52.5,2.5,paint,115
57.5,2.5,paint,94
62.5,2.5,paint,82
67.5,2.5,paint,74
72.5,2.5,paint,64
77.5,2.5,paint,58
82.5,2.5,mid_right,49
82.5,2.5,paint,18
87.5,2.5,mid_right,60
92.5,2.5,mid_right,96
97.5,2.5,mid_right,81
102.5,2.5,mid_right,80
107.5,2.5,mid_right,68
112.5,2.5,mid_right,79
117.5,2.5,mid_right,77
122.5,2.5,mid_right,77
127.5,2.5,mid_right,66
132.5,2.5,mid_right,75
137.5,2.5,mid_right,86
142.5,2.5,mid_right,65
147.5,2.5,mid_right,60
152.5,2.5,mid_right,61
157.5,2.5,mid_right,49
162.5,2.5,mid_right,35
167.5,2.5,mid_right,30
172.5,2.5,mid_right,19
177.5,2.5,mid_right,20
182.5,2.5,mid_right,18
187.5,2.5,mid_right,23
192.5,2.5,mid_right,8
197.5,2.5,mid_right,12
202.5,2.5,mid_right,20
207.5,2.5,mid_right,34
212.5,2.5,mid_right,11
217.5,2.5,mid_right,10
222.5,2.5,corner3_right,626
227.5,2.5,corner3_right,1145
232.5,2.5,corner3_right,1274
237.5,2.5,corner3_right,612
242.5,2.5,corner3_right,156
247.5,2.5,corner3_right,20
252.5,2.5,corner3_right,1
-247.5,7.5,corner3_left,23
-242.5,7.5,corner3_left,125
-237.5,7.5,corner3_left,687
-232.5,7.5,corner3_left,1719
-227.5,7.5,corner3_left,1804
-222.5,7.5,corner3_left,825
-217.5,7.5,mid_left,17
-212.5,7.5,mid_left,16
-207.5,7.5,mid_left,31
-202.5,7.5,mid_left,33
-197.5,7.5,mid_left,26
-192.5,7.5,mid_left,24
-187.5,7.5,mid_left,26
-182.5,7.5,mid_left,20
-177.5,7.5,mid_left,18
-172.5,7.5,mid_left,16
-167.5,7.5,mid_left,47
-162.5,7.5,mid_left,60
-157.5,7.5,mid_left,49
-152.5,7.5,mid_left,62
-147.5,7.5,mid_left,66
-142.5,7.5,mid_left,69
-137.5,7.5,mid_left,78
-132.5,7.5,mid_left,85
-127.5,7.5,mid_left,95
-122.5,7.5,mid_left,70
-117.5,7.5,mid_left,92
-112.5,7.5,mid_left,97
-107.5,7.5,mid_left,89
-102.5,7.5,mid_left,87
-97.5,7.5,mid_left,129
-92.5,7.5,mid_left,93
-87.5,7.5,mid_left,85
-82.5,7.5,mid_left,70
-77.5,7.5,paint,57
-72.5,7.5,paint,104
-67.5,7.5,paint,117
-62.5,7.5,paint,126
-57.5,7.5,paint,148
-52.5,7.5,paint,163
-47.5,7.5,paint,236
-42.5,7.5,paint,334
-37.5,7.5,paint,125
-37.5,7.5,rim,549
-32.5,7.5,rim,899
-27.5,7.5,rim,1470
-22.5,7.5,rim,2429
-17.5,7.5,rim,3362
-12.5,7.5,rim,4014
-7.5,7.5,rim,5187
-2.5,7.5,rim,7658
2.5,7.5,rim,8373
7.5,7.5,rim,6510
